Time,Temperature,Humidity,Moisture,MoistureClass,LightValue,Lights,PiTemperature,Height,SonicDistance,Image,WaterGiven
Tue Feb 12 04:20:14 2019,11.0,79.0,616,Wet,0,False,34.3,10.0,51.0,,0.0
Tue Feb 12 04:30:14 2019,11.0,79.0,614,Wet,0,False,34.9,10.0,51.0,,0.0
Tue Feb 12 04:40:14 2019,11.0,79.0,615,Wet,0,False,34.3,10.0,51.0,,0.0
Tue Feb 12 04:50:14 2019,11.0,79.0,618,Wet,0,False,34.3,10.0,51.0,,0.0
Tue Feb 12 05:00:14 2019,11.0,79.0,616,Wet,0,False,34.3,10.0,51.0,,0.0
Tue Feb 12 05:10:14 2019,12.0,80.0,612,Wet,0,False,34.3,10.0,51.0,,0.0
Tue Feb 12 05:20:14 2019,12.0,79.0,614,Wet,0,False,34.3,10.0,51.0,,0.0
Tue Feb 12 05:30:14 2019,12.0,79.0,614,Wet,0,False,34.9,10.0,51.0,,0.0
Tue Feb 12 05:40:14 2019,12.0,79.0,614,Wet,0,False,34.3,10.0,51.0,,0.0
Tue Feb 12 05:50:15 2019,12.0,79.0,612,Wet,0,False,34.3,10.0,51.0,,0.0
Tue Feb 12 06:00:15 2019,12.0,79.0,611,Wet,0,False,34.3,10.0,51.0,,0.0
Tue Feb 12 06:10:15 2019,12.0,79.0,613,Wet,0,False,34.3,10.0,51.0,,0.0
Tue Feb 12 06:20:15 2019,12.0,79.0,612,Wet,0,False,34.3,10.0,51.0,,0.0
Tue Feb 12 06:30:15 2019,12.0,79.0,612,Wet,0,False,34.3,10.0,51.0,,0.0
Tue Feb 12 06:40:15 2019,12.0,79.0,616,Wet,0,False,34.3,10.0,51.0,,0.0
Tue Feb 12 06:50:15 2019,12.0,79.0,611,Wet,0,False,34.9,10.0,51.0,,0.0
Tue Feb 12 07:00:15 2019,11.0,78.0,612,Wet,0,False,34.3,10.0,51.0,,0.0
Tue Feb 12 07:10:15 2019,12.0,79.0,610,Wet,0,False,34.3,10.0,51.0,,0.0
Tue Feb 12 07:20:15 2019,11.0,78.0,611,Wet,0,False,34.3,10.0,51.0,,0.0
Tue Feb 12 07:30:15 2019,11.0,78.0,610,Wet,0,False,34.3,10.0,51.0,,0.0
Tue Feb 12 07:40:15 2019,11.0,79.0,612,Wet,7,False,35.4,10.0,51.0,,0.0
Tue Feb 12 07:50:16 2019,11.0,79.0,611,Wet,28,True,34.9,10.0,51.0,/home/pi/Desktop/images/2019-02-12--07-50.jpg,0.0
Tue Feb 12 08:00:16 2019,12.0,79.0,611,Wet,154,True,35.9,10.0,51.0,/home/pi/Desktop/images/2019-02-12--08-00.jpg,0.0
Tue Feb 12 08:10:16 2019,12.0,79.0,611,Wet,387,True,34.9,9.0,52.0,/home/pi/Desktop/images/2019-02-12--08-10.jpg,0.0
Tue Feb 12 08:20:16 2019,12.0,79.0,612,Wet,756,True,35.4,10.0,51.0,/home/pi/Desktop/images/2019-02-12--08-20.jpg,0.0
Tue Feb 12 08:30:16 2019,12.0,79.0,610,Wet,756,True,34.9,10.0,51.0,/home/pi/Desktop/images/2019-02-12--08-30.jpg,0.0
Tue Feb 12 08:40:16 2019,12.0,79.0,610,Wet,756,True,35.4,10.0,51.0,/home/pi/Desktop/images/2019-02-12--08-40.jpg,0.0
Tue Feb 12 08:50:16 2019,12.0,78.0,610,Wet,757,True,34.9,10.0,51.0,/home/pi/Desktop/images/2019-02-12--08-50.jpg,0.0
Tue Feb 12 09:00:16 2019,12.0,78.0,610,Wet,757,True,35.4,10.0,51.0,/home/pi/Desktop/images/2019-02-12--09-00.jpg,0.0
Tue Feb 12 09:10:16 2019,12.0,78.0,612,Wet,756,True,35.4,10.0,51.0,/home/pi/Desktop/images/2019-02-12--09-10.jpg,0.0
Tue Feb 12 09:20:16 2019,12.0,78.0,610,Wet,756,True,35.4,10.0,51.0,/home/pi/Desktop/images/2019-02-12--09-20.jpg,0.0
Tue Feb 12 09:30:16 2019,12.0,78.0,613,Wet,756,True,35.4,10.0,51.0,/home/pi/Desktop/images/2019-02-12--09-30.jpg,0.0
Tue Feb 12 09:40:16 2019,12.0,78.0,609,Wet,757,True,35.4,11.0,50.0,/home/pi/Desktop/images/2019-02-12--09-40.jpg,0.0
Tue Feb 12 09:50:17 2019,12.0,78.0,611,Wet,758,True,35.9,10.0,51.0,/home/pi/Desktop/images/2019-02-12--09-50.jpg,0.0
Tue Feb 12 10:00:17 2019,12.0,77.0,611,Wet,758,True,35.4,11.0,50.0,/home/pi/Desktop/images/2019-02-12--10-00.jpg,0.0
Tue Feb 12 10:10:17 2019,13.0,77.0,610,Wet,757,True,36.5,11.0,50.0,/home/pi/Desktop/images/2019-02-12--10-10.jpg,0.0
Tue Feb 12 10:20:17 2019,13.0,77.0,612,Wet,758,True,35.9,11.0,50.0,/home/pi/Desktop/images/2019-02-12--10-20.jpg,0.0
Tue Feb 12 10:30:17 2019,13.0,77.0,610,Wet,758,True,35.9,11.0,50.0,/home/pi/Desktop/images/2019-02-12--10-30.jpg,0.0
Tue Feb 12 10:40:17 2019,13.0,76.0,611,Wet,757,True,36.5,11.0,50.0,/home/pi/Desktop/images/2019-02-12--10-40.jpg,0.0
Tue Feb 12 10:50:17 2019,13.0,77.0,614,Wet,758,True,36.5,11.0,50.0,/home/pi/Desktop/images/2019-02-12--10-50.jpg,0.0
Tue Feb 12 11:00:17 2019,14.0,80.0,613,Wet,757,True,36.5,11.0,50.0,/home/pi/Desktop/images/2019-02-12--11-00.jpg,0.0
Tue Feb 12 11:10:17 2019,14.0,79.0,613,Wet,758,True,36.5,11.0,50.0,/home/pi/Desktop/images/2019-02-12--11-10.jpg,0.0
Tue Feb 12 11:20:17 2019,14.0,78.0,613,Wet,758,True,36.5,11.0,50.0,/home/pi/Desktop/images/2019-02-12--11-20.jpg,0.0
Tue Feb 12 11:30:17 2019,14.0,77.0,614,Wet,758,True,36.5,11.0,50.0,/home/pi/Desktop/images/2019-02-12--11-30.jpg,0.0
Tue Feb 12 11:40:18 2019,14.0,77.0,613,Wet,758,True,37.0,11.0,50.0,/home/pi/Desktop/images/2019-02-12--11-40.jpg,0.0
Tue Feb 12 11:50:18 2019,14.0,77.0,614,Wet,758,True,36.5,11.0,50.0,/home/pi/Desktop/images/2019-02-12--11-50.jpg,0.0
Tue Feb 12 12:00:18 2019,14.0,77.0,613,Wet,759,True,36.5,11.0,50.0,/home/pi/Desktop/images/2019-02-12--12-00.jpg,0.0
Tue Feb 12 12:10:18 2019,14.0,77.0,614,Wet,758,True,37.0,11.0,50.0,/home/pi/Desktop/images/2019-02-12--12-10.jpg,0.0
Tue Feb 12 12:20:18 2019,14.0,77.0,615,Wet,758,True,37.0,11.0,50.0,/home/pi/Desktop/images/2019-02-12--12-20.jpg,0.0
Tue Feb 12 12:30:18 2019,14.0,77.0,614,Wet,759,True,36.5,11.0,50.0,/home/pi/Desktop/images/2019-02-12--12-30.jpg,0.0
Tue Feb 12 12:40:18 2019,14.0,77.0,614,Wet,758,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-12--12-40.jpg,0.0
Tue Feb 12 12:50:18 2019,14.0,76.0,615,Wet,759,True,37.0,11.0,50.0,/home/pi/Desktop/images/2019-02-12--12-50.jpg,0.0
Tue Feb 12 13:00:18 2019,14.0,76.0,616,Wet,757,True,37.0,11.0,50.0,/home/pi/Desktop/images/2019-02-12--13-00.jpg,0.0
Tue Feb 12 13:10:18 2019,14.0,76.0,612,Wet,758,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-12--13-10.jpg,0.0
Tue Feb 12 13:20:18 2019,14.0,76.0,614,Wet,759,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-12--13-20.jpg,0.0
Tue Feb 12 13:30:19 2019,14.0,76.0,613,Wet,759,True,37.0,11.0,50.0,/home/pi/Desktop/images/2019-02-12--13-30.jpg,0.0
Tue Feb 12 13:40:19 2019,14.0,75.0,616,Wet,758,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-12--13-40.jpg,0.0
Tue Feb 12 13:50:19 2019,14.0,75.0,616,Wet,758,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-12--13-50.jpg,0.0
Tue Feb 12 14:00:19 2019,14.0,75.0,614,Wet,759,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-12--14-00.jpg,0.0
Tue Feb 12 14:10:19 2019,14.0,75.0,614,Wet,758,True,37.0,11.0,50.0,/home/pi/Desktop/images/2019-02-12--14-10.jpg,0.0
Tue Feb 12 14:20:19 2019,14.0,74.0,615,Wet,758,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-12--14-20.jpg,0.0
Tue Feb 12 14:30:19 2019,14.0,74.0,614,Wet,758,True,37.0,11.0,50.0,/home/pi/Desktop/images/2019-02-12--14-30.jpg,0.0
Tue Feb 12 14:40:19 2019,14.0,74.0,615,Wet,758,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-12--14-40.jpg,0.0
Tue Feb 12 14:50:19 2019,14.0,75.0,613,Wet,758,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-12--14-50.jpg,0.0
Tue Feb 12 15:00:19 2019,14.0,75.0,614,Wet,759,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-12--15-00.jpg,0.0
Tue Feb 12 15:10:19 2019,15.0,75.0,610,Wet,758,True,38.1,11.0,50.0,/home/pi/Desktop/images/2019-02-12--15-10.jpg,0.0
Tue Feb 12 15:20:20 2019,15.0,74.0,614,Wet,760,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-12--15-20.jpg,0.0
Tue Feb 12 15:30:20 2019,15.0,74.0,613,Wet,760,True,38.1,11.0,50.0,/home/pi/Desktop/images/2019-02-12--15-30.jpg,0.0
Tue Feb 12 15:40:20 2019,15.0,73.0,612,Wet,760,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-12--15-40.jpg,0.0
Tue Feb 12 15:50:20 2019,15.0,73.0,612,Wet,758,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-12--15-50.jpg,0.0
Tue Feb 12 16:00:20 2019,15.0,74.0,615,Wet,759,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-12--16-00.jpg,0.0
Tue Feb 12 16:10:20 2019,15.0,74.0,612,Wet,760,True,38.1,11.0,50.0,/home/pi/Desktop/images/2019-02-12--16-10.jpg,0.0
Tue Feb 12 16:20:20 2019,15.0,74.0,615,Wet,759,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-12--16-20.jpg,0.0
Tue Feb 12 16:30:20 2019,15.0,74.0,612,Wet,758,True,37.0,11.0,50.0,/home/pi/Desktop/images/2019-02-12--16-30.jpg,0.0
Tue Feb 12 16:40:20 2019,14.0,75.0,613,Wet,758,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-12--16-40.jpg,0.0
Tue Feb 12 16:50:20 2019,14.0,75.0,611,Wet,758,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-12--16-50.jpg,0.0
Tue Feb 12 17:00:20 2019,14.0,75.0,612,Wet,759,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-12--17-00.jpg,0.0
Tue Feb 12 17:10:20 2019,,,612,Wet,758,True,37.0,11.0,50.0,/home/pi/Desktop/images/2019-02-12--17-10.jpg,0.0
Tue Feb 12 17:20:21 2019,14.0,76.0,611,Wet,759,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-12--17-20.jpg,0.0
Tue Feb 12 17:30:21 2019,14.0,76.0,613,Wet,581,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-12--17-30.jpg,0.0
Tue Feb 12 17:40:21 2019,14.0,76.0,612,Wet,368,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-12--17-40.jpg,0.0
Tue Feb 12 17:50:21 2019,14.0,77.0,614,Wet,215,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-12--17-50.jpg,0.0
Tue Feb 12 18:00:21 2019,14.0,77.0,610,Wet,88,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-12--18-00.jpg,0.0
Tue Feb 12 18:10:21 2019,14.0,77.0,609,Wet,14,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-12--18-10.jpg,0.0
Tue Feb 12 18:20:21 2019,14.0,78.0,608,Wet,1,False,36.5,11.0,50.0,,0.0
Tue Feb 12 18:30:21 2019,14.0,84.0,613,Wet,0,False,37.0,11.0,50.0,,0.0
Tue Feb 12 18:40:21 2019,14.0,83.0,610,Wet,0,False,36.5,10.0,51.0,,0.0
Tue Feb 12 18:50:21 2019,14.0,81.0,612,Wet,0,False,36.5,10.0,51.0,,0.0
Tue Feb 12 19:00:22 2019,14.0,80.0,607,Wet,0,False,36.5,10.0,51.0,,0.0
Tue Feb 12 19:10:22 2019,14.0,80.0,608,Wet,0,False,37.0,10.0,51.0,,0.0
Tue Feb 12 19:20:22 2019,13.0,79.0,608,Wet,0,False,36.5,10.0,51.0,,0.0
Tue Feb 12 19:30:22 2019,13.0,81.0,608,Wet,0,False,37.0,10.0,51.0,,0.0
Tue Feb 12 19:40:22 2019,13.0,81.0,607,Wet,0,False,36.5,10.0,51.0,,0.0
Tue Feb 12 19:50:22 2019,13.0,82.0,606,Wet,0,False,36.5,10.0,51.0,,0.0
Tue Feb 12 20:00:22 2019,13.0,82.0,606,Wet,0,False,36.5,10.0,51.0,,0.0
Tue Feb 12 20:10:22 2019,13.0,82.0,607,Wet,0,False,36.5,10.0,51.0,,0.0
Tue Feb 12 20:20:22 2019,13.0,82.0,609,Wet,0,False,36.5,10.0,51.0,,0.0
Tue Feb 12 20:30:22 2019,13.0,82.0,611,Wet,0,False,36.5,10.0,51.0,,0.0
Tue Feb 12 20:40:22 2019,13.0,82.0,607,Wet,0,False,36.5,10.0,51.0,,0.0
Tue Feb 12 20:50:22 2019,13.0,82.0,608,Wet,0,False,36.5,10.0,51.0,,0.0
Tue Feb 12 21:00:23 2019,13.0,82.0,605,Wet,0,False,36.5,10.0,51.0,,0.0
Tue Feb 12 21:10:23 2019,13.0,81.0,608,Wet,0,False,35.9,10.0,51.0,,0.0
Tue Feb 12 21:20:23 2019,13.0,81.0,605,Wet,0,False,36.5,10.0,51.0,,0.0
Tue Feb 12 21:30:23 2019,13.0,81.0,605,Wet,0,False,36.5,10.0,51.0,,0.0
Tue Feb 12 21:40:23 2019,13.0,81.0,606,Wet,0,False,35.9,11.0,50.0,,0.0
Tue Feb 12 21:50:23 2019,13.0,81.0,604,Wet,0,False,36.5,10.0,51.0,,0.0
Tue Feb 12 22:00:23 2019,13.0,81.0,603,Wet,0,False,35.4,10.0,51.0,,0.0
Tue Feb 12 22:10:23 2019,13.0,81.0,602,Wet,0,False,36.5,10.0,51.0,,0.0
Tue Feb 12 22:20:23 2019,13.0,82.0,600,Wet,0,False,36.5,10.0,51.0,,0.0
Tue Feb 12 22:30:23 2019,13.0,81.0,600,Wet,0,False,35.9,10.0,51.0,,0.0
Tue Feb 12 22:40:23 2019,13.0,81.0,602,Wet,0,False,36.5,10.0,51.0,,0.0
Tue Feb 12 22:50:23 2019,13.0,81.0,602,Wet,0,False,35.4,10.0,51.0,,0.0
Tue Feb 12 23:00:23 2019,13.0,81.0,601,Wet,0,False,35.9,10.0,51.0,,0.0
Tue Feb 12 23:10:24 2019,13.0,81.0,601,Wet,0,False,35.9,10.0,51.0,,0.0
Tue Feb 12 23:20:24 2019,13.0,81.0,601,Wet,0,False,35.4,10.0,51.0,,0.0
Tue Feb 12 23:30:24 2019,13.0,82.0,604,Wet,0,False,35.4,11.0,50.0,,0.0
Tue Feb 12 23:40:24 2019,13.0,82.0,600,Wet,0,False,35.9,11.0,50.0,,0.0
Tue Feb 12 23:50:24 2019,13.0,82.0,600,Wet,0,False,35.9,11.0,50.0,,0.0
Wed Feb 13 00:00:24 2019,13.0,81.0,601,Wet,0,False,35.9,11.0,50.0,,0.0
Wed Feb 13 00:10:24 2019,13.0,81.0,599,Moist,0,False,35.9,11.0,50.0,,0.0
Wed Feb 13 00:20:24 2019,13.0,81.0,601,Wet,0,False,35.9,11.0,50.0,,0.0
Wed Feb 13 00:30:24 2019,13.0,80.0,600,Wet,0,False,35.9,11.0,50.0,,0.0
Wed Feb 13 00:40:24 2019,13.0,80.0,601,Wet,0,False,35.9,11.0,50.0,,0.0
Wed Feb 13 00:50:24 2019,13.0,80.0,598,Moist,0,False,36.5,11.0,50.0,,0.0
Wed Feb 13 01:00:25 2019,13.0,80.0,598,Moist,0,False,36.5,11.0,50.0,,0.0
Wed Feb 13 01:10:25 2019,13.0,79.0,599,Moist,0,False,35.4,11.0,50.0,,0.0
Wed Feb 13 01:20:25 2019,13.0,79.0,599,Moist,0,False,36.5,11.0,50.0,,0.0
Wed Feb 13 01:30:25 2019,13.0,78.0,598,Moist,0,False,36.5,11.0,50.0,,0.0
Wed Feb 13 01:40:25 2019,13.0,78.0,597,Moist,0,False,36.5,11.0,50.0,,0.0
Wed Feb 13 01:50:25 2019,13.0,78.0,593,Moist,0,False,35.4,11.0,50.0,,0.0
Wed Feb 13 02:00:25 2019,13.0,78.0,595,Moist,0,False,36.5,11.0,50.0,,0.0
Wed Feb 13 02:10:25 2019,13.0,79.0,595,Moist,0,False,36.5,11.0,50.0,,0.0
Wed Feb 13 02:20:25 2019,13.0,79.0,594,Moist,0,False,36.5,11.0,50.0,,0.0
Wed Feb 13 02:30:25 2019,13.0,79.0,597,Moist,0,False,35.9,11.0,50.0,,0.0
Wed Feb 13 02:40:25 2019,13.0,79.0,595,Moist,0,False,35.9,11.0,50.0,,0.0
Wed Feb 13 02:50:26 2019,13.0,79.0,593,Moist,0,False,36.5,11.0,50.0,,0.0
Wed Feb 13 03:00:26 2019,13.0,79.0,594,Moist,0,False,36.5,11.0,50.0,,0.0
Wed Feb 13 03:10:26 2019,13.0,79.0,592,Moist,0,False,35.9,11.0,50.0,,0.0
Wed Feb 13 03:20:26 2019,13.0,79.0,588,Moist,0,False,35.9,11.0,50.0,,0.0
Wed Feb 13 03:30:26 2019,13.0,78.0,594,Moist,0,False,35.4,11.0,50.0,,0.0
Wed Feb 13 03:40:26 2019,13.0,78.0,593,Moist,0,False,35.9,11.0,50.0,,0.0
Wed Feb 13 03:50:26 2019,13.0,78.0,593,Moist,0,False,35.9,11.0,50.0,,0.0
Wed Feb 13 04:00:26 2019,,,589,Moist,0,False,36.5,11.0,50.0,,0.0
Wed Feb 13 04:10:26 2019,13.0,78.0,592,Moist,0,False,35.4,11.0,50.0,,0.0
Wed Feb 13 04:20:26 2019,13.0,78.0,592,Moist,0,False,35.4,11.0,50.0,,0.0
Wed Feb 13 04:30:26 2019,13.0,78.0,592,Moist,0,False,35.9,11.0,50.0,,0.0
Wed Feb 13 04:40:27 2019,13.0,78.0,591,Moist,0,False,35.9,11.0,50.0,,0.0
Wed Feb 13 04:50:27 2019,13.0,78.0,591,Moist,0,False,35.4,11.0,50.0,,0.0
Wed Feb 13 05:00:27 2019,13.0,78.0,590,Moist,0,False,35.9,11.0,50.0,,0.0
Wed Feb 13 05:10:27 2019,13.0,78.0,592,Moist,0,False,35.4,11.0,50.0,,0.0
Wed Feb 13 05:20:27 2019,13.0,78.0,592,Moist,0,False,35.4,11.0,50.0,,0.0
Wed Feb 13 05:30:27 2019,13.0,78.0,588,Moist,0,False,36.5,11.0,50.0,,0.0
Wed Feb 13 05:40:27 2019,13.0,78.0,590,Moist,0,False,35.4,11.0,50.0,,0.0
Wed Feb 13 05:50:27 2019,13.0,78.0,588,Moist,0,False,36.5,11.0,50.0,,0.0
Wed Feb 13 06:00:27 2019,13.0,78.0,588,Moist,0,False,36.5,11.0,50.0,,0.0
Wed Feb 13 06:10:27 2019,13.0,78.0,591,Moist,0,False,35.4,11.0,50.0,,0.0
Wed Feb 13 06:20:28 2019,13.0,78.0,588,Moist,0,False,35.4,11.0,50.0,,0.0
Wed Feb 13 06:30:28 2019,13.0,78.0,588,Moist,0,False,36.5,11.0,50.0,,0.0
Wed Feb 13 06:40:28 2019,13.0,78.0,589,Moist,0,False,35.9,11.0,50.0,,0.0
Wed Feb 13 06:50:28 2019,13.0,78.0,593,Moist,1,False,35.9,11.0,50.0,,0.0
Wed Feb 13 07:00:28 2019,13.0,78.0,591,Moist,0,False,35.9,11.0,50.0,,0.0
Wed Feb 13 07:10:28 2019,13.0,78.0,593,Moist,1,False,36.5,11.0,50.0,,0.0
Wed Feb 13 07:20:28 2019,13.0,78.0,589,Moist,1,False,36.5,11.0,50.0,,0.0
Wed Feb 13 07:30:28 2019,13.0,78.0,587,Moist,7,False,36.5,10.0,51.0,,0.0
Wed Feb 13 07:40:28 2019,13.0,78.0,587,Moist,35,True,36.5,10.0,51.0,/home/pi/Desktop/images/2019-02-13--07-40.jpg,0.0
Wed Feb 13 07:50:28 2019,13.0,78.0,586,Moist,127,True,35.4,10.0,51.0,/home/pi/Desktop/images/2019-02-13--07-50.jpg,0.0
Wed Feb 13 08:00:29 2019,13.0,78.0,585,Moist,215,True,36.5,10.0,51.0,/home/pi/Desktop/images/2019-02-13--08-00.jpg,0.0
Wed Feb 13 08:10:29 2019,13.0,78.0,589,Moist,586,True,35.4,10.0,51.0,/home/pi/Desktop/images/2019-02-13--08-10.jpg,0.0
Wed Feb 13 08:20:29 2019,13.0,78.0,586,Moist,757,True,36.5,10.0,51.0,/home/pi/Desktop/images/2019-02-13--08-20.jpg,0.0
Wed Feb 13 08:30:29 2019,13.0,78.0,588,Moist,758,True,35.9,11.0,50.0,/home/pi/Desktop/images/2019-02-13--08-30.jpg,0.0
Wed Feb 13 08:40:29 2019,13.0,77.0,588,Moist,757,True,35.9,10.0,51.0,/home/pi/Desktop/images/2019-02-13--08-40.jpg,0.0
Wed Feb 13 08:50:29 2019,13.0,77.0,592,Moist,757,True,36.5,10.0,51.0,/home/pi/Desktop/images/2019-02-13--08-50.jpg,0.0
Wed Feb 13 09:00:29 2019,13.0,77.0,586,Moist,757,True,36.5,10.0,51.0,/home/pi/Desktop/images/2019-02-13--09-00.jpg,0.0
Wed Feb 13 09:10:29 2019,13.0,77.0,587,Moist,757,True,36.5,10.0,51.0,/home/pi/Desktop/images/2019-02-13--09-10.jpg,0.0
Wed Feb 13 09:20:29 2019,13.0,77.0,588,Moist,758,True,36.5,10.0,51.0,/home/pi/Desktop/images/2019-02-13--09-20.jpg,0.0
Wed Feb 13 09:30:29 2019,13.0,77.0,585,Moist,758,True,36.5,10.0,51.0,/home/pi/Desktop/images/2019-02-13--09-30.jpg,0.0
Wed Feb 13 09:40:29 2019,13.0,77.0,587,Moist,757,True,36.5,10.0,51.0,/home/pi/Desktop/images/2019-02-13--09-40.jpg,0.0
Wed Feb 13 09:50:29 2019,13.0,77.0,589,Moist,758,True,36.5,10.0,51.0,/home/pi/Desktop/images/2019-02-13--09-50.jpg,0.0
Wed Feb 13 10:00:30 2019,14.0,81.0,588,Moist,757,True,37.0,10.0,51.0,/home/pi/Desktop/images/2019-02-13--10-00.jpg,0.0
Wed Feb 13 10:10:30 2019,14.0,80.0,590,Moist,758,True,36.5,10.0,51.0,/home/pi/Desktop/images/2019-02-13--10-10.jpg,0.0
Wed Feb 13 10:20:30 2019,14.0,79.0,588,Moist,757,True,37.0,10.0,51.0,/home/pi/Desktop/images/2019-02-13--10-20.jpg,0.0
Wed Feb 13 10:30:30 2019,14.0,79.0,589,Moist,759,True,37.0,10.0,51.0,/home/pi/Desktop/images/2019-02-13--10-30.jpg,0.0
Wed Feb 13 10:40:30 2019,14.0,79.0,590,Moist,757,True,37.6,10.0,51.0,/home/pi/Desktop/images/2019-02-13--10-40.jpg,0.0
Wed Feb 13 10:50:30 2019,14.0,78.0,589,Moist,758,True,37.0,10.0,51.0,/home/pi/Desktop/images/2019-02-13--10-50.jpg,0.0
Wed Feb 13 11:00:30 2019,14.0,77.0,589,Moist,758,True,37.0,10.0,51.0,/home/pi/Desktop/images/2019-02-13--11-00.jpg,0.0
Wed Feb 13 11:10:30 2019,14.0,77.0,592,Moist,759,True,36.5,10.0,51.0,/home/pi/Desktop/images/2019-02-13--11-10.jpg,0.0
Wed Feb 13 11:20:30 2019,14.0,77.0,589,Moist,758,True,36.5,10.0,51.0,/home/pi/Desktop/images/2019-02-13--11-20.jpg,0.0
Wed Feb 13 11:30:30 2019,14.0,77.0,589,Moist,759,True,37.6,10.0,51.0,/home/pi/Desktop/images/2019-02-13--11-30.jpg,0.0
Wed Feb 13 11:40:30 2019,14.0,77.0,590,Moist,759,True,37.6,10.0,51.0,/home/pi/Desktop/images/2019-02-13--11-40.jpg,0.0
Wed Feb 13 11:50:30 2019,14.0,77.0,591,Moist,758,True,37.0,10.0,51.0,/home/pi/Desktop/images/2019-02-13--11-50.jpg,0.0
Wed Feb 13 12:00:31 2019,14.0,77.0,589,Moist,759,True,37.6,10.0,51.0,/home/pi/Desktop/images/2019-02-13--12-00.jpg,0.0
Wed Feb 13 12:10:31 2019,14.0,76.0,589,Moist,759,True,37.6,10.0,51.0,/home/pi/Desktop/images/2019-02-13--12-10.jpg,0.0
Wed Feb 13 12:20:31 2019,14.0,76.0,592,Moist,758,True,37.0,9.0,52.0,/home/pi/Desktop/images/2019-02-13--12-20.jpg,0.0
Wed Feb 13 12:30:31 2019,14.0,76.0,589,Moist,759,True,37.0,9.0,52.0,/home/pi/Desktop/images/2019-02-13--12-30.jpg,0.0
Wed Feb 13 12:40:31 2019,14.0,75.0,588,Moist,759,True,37.6,8.0,53.0,/home/pi/Desktop/images/2019-02-13--12-40.jpg,0.0
Wed Feb 13 12:50:31 2019,15.0,75.0,587,Moist,760,True,38.1,9.0,52.0,/home/pi/Desktop/images/2019-02-13--12-50.jpg,0.0
Wed Feb 13 13:00:31 2019,15.0,74.0,585,Moist,760,True,38.1,9.0,52.0,/home/pi/Desktop/images/2019-02-13--13-00.jpg,0.0
Wed Feb 13 13:10:31 2019,15.0,73.0,590,Moist,759,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-13--13-10.jpg,0.0
Wed Feb 13 13:20:31 2019,,,591,Moist,760,True,38.1,9.0,52.0,/home/pi/Desktop/images/2019-02-13--13-20.jpg,0.0
Wed Feb 13 13:30:31 2019,16.0,72.0,588,Moist,760,True,38.6,11.0,50.0,/home/pi/Desktop/images/2019-02-13--13-30.jpg,0.0
Wed Feb 13 13:40:32 2019,16.0,73.0,587,Moist,760,True,38.6,11.0,50.0,/home/pi/Desktop/images/2019-02-13--13-40.jpg,0.0
Wed Feb 13 13:50:32 2019,16.0,72.0,591,Moist,759,True,38.6,11.0,50.0,/home/pi/Desktop/images/2019-02-13--13-50.jpg,0.0
Wed Feb 13 14:00:32 2019,16.0,72.0,594,Moist,760,True,38.6,11.0,50.0,/home/pi/Desktop/images/2019-02-13--14-00.jpg,0.0
Wed Feb 13 14:10:32 2019,16.0,73.0,590,Moist,759,True,37.6,11.0,50.0,/home/pi/Desktop/images/2019-02-13--14-10.jpg,0.0
Wed Feb 13 14:20:32 2019,16.0,73.0,587,Moist,761,True,38.6,11.0,50.0,/home/pi/Desktop/images/2019-02-13--14-20.jpg,0.0
Wed Feb 13 14:30:32 2019,16.0,73.0,591,Moist,760,True,38.6,12.0,49.0,/home/pi/Desktop/images/2019-02-13--14-30.jpg,0.0
Wed Feb 13 14:40:32 2019,15.0,72.0,590,Moist,760,True,38.6,11.0,50.0,/home/pi/Desktop/images/2019-02-13--14-40.jpg,0.0
Wed Feb 13 14:50:32 2019,16.0,73.0,590,Moist,759,True,38.6,11.0,50.0,/home/pi/Desktop/images/2019-02-13--14-50.jpg,0.0
